,QUD,context,item,number,quantifier,response,slide_number,trial_type,language,enjoyment,age,gender,education,comments,describe,school,classes,college,lived,years,family,level,Browser,OS,screenH,screenW,time_in_minutes,participant_id,assess
0,none,without,leones,four,every,0.95,3,one_slider,Español,2,34,Female,4,,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Linux,771,360,3.1341833333333335,388,Yes
0,many,with,dinosaurios,four,every,0.1,3,one_slider,"espanol, ingles",1,20,Female,2,,SpanEng,none,no,nocollege,under8,midlive,span,native,Chrome,Windows,864,1536,4.252516666666667,389,Yes
0,many,without,dinosaurios,four,numeral,0.98,3,one_slider,Español,2,44,Male,3,Un experimento agradable y sencillo. ,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Linux,732,412,4.2736,390,Yes
0,none,without,dinosaurios,two,numeral,0.02,3,one_slider,Español,2,23,Female,2,,SpanSpan,mid,yes,nocollege,both8,mostlive,eng,native,Chrome,Mac,1080,1920,3.072433333333333,391,Yes
0,all,without,mariposas,four,numeral,0.26,3,one_slider,Español,1,46,Male,4,Esta muy bien aunque algo confuso.,SpanSpan,most,yes,nocollege,over8,mostlive,span,native,Chrome,Windows,1080,1920,3.7187833333333336,392,Yes
0,none,with,leones,four,numeral,0.98,3,one_slider,Español,1,31,Male,4,Mi id es 5a6e0c35e6cc4a0001b6cdc7,SpanEng,none,noclasses,nocollege,both8,mostlive,span,native,Chrome,Linux,720,360,3.5422333333333333,393,Yes
0,none,with,leones,two,every,0.0,3,one_slider,,1,,,-1,,,,yes,nocollege,under8,mostlive,eng,basic,Firefox,Windows,720,1280,1.9597833333333334,394,
0,many,with,ranas,four,every,1.0,3,one_slider,español,1,37,Female,3,Lo encontré un poco extraño pero novedoso.,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Windows,900,1600,5.36325,395,Yes
0,all,without,mariposas,four,every,1.0,3,one_slider,Español,1,45,Male,4,,SpanSpan,most,noclasses,nocollege,both8,mostlive,span,native,Firefox,Windows,1080,1920,2.8978,396,Yes
0,many,with,mariposas,four,every,0.15,3,one_slider,Español ,1,34,Male,2,Nada,SpanEng,none,no,nocollege,under8,midlive,spaneng,native,Safari,iPhone/iPod,896,414,3.0009333333333332,397,Yes
0,all,without,leones,four,numeral,1.0,3,one_slider,Español,2,18,Male,0,,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Firefox,Windows,768,1366,2.0286166666666667,398,Yes
0,none,with,mariposas,two,every,0.0,3,one_slider,Español,2,25,Male,1,,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Firefox,Windows,1080,1920,3.9931666666666668,399,Yes
0,none,with,dinosaurios,two,numeral,0.04,3,one_slider,Español ,2,25,Female,2,,SpanSpan,none,no,nocollege,both8,mostlive,span,native,Safari,iPhone/iPod,667,375,7.235433333333333,400,Yes
0,none,with,mariposas,two,every,0.92,3,one_slider,Español,1,35,Female,3,Estuvo bueno,SpanEng,small,yes,onesem,under8,mostlive,spaneng,native,Chrome,Linux,732,412,6.698783333333333,401,Yes
0,none,without,dinosaurios,two,every,0.0,3,one_slider,Español,2,20,Female,3,Me gustaría saber el objetivo del experimento,SpanSpan,none,no,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1366,3.95455,402,Yes
0,many,with,ranas,two,every,0.02,3,one_slider,ESPAÑOL,1,45,Female,4,FUE ENTRETENIDO.,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Safari,Mac,800,1280,10.2979,403,Yes
0,none,without,ranas,two,every,0.95,3,one_slider,Español,2,21,Male,2,,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Linux,780,360,3.8223333333333334,404,Yes
0,none,with,leones,four,every,0.48,3,one_slider,Español ,1,20,Female,2,,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Safari,iPhone/iPod,667,375,3.4663666666666666,405,Yes
0,many,with,leones,four,numeral,0.94,3,one_slider,Español ,2,21,Male,3,,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Linux,780,360,1.0421333333333334,406,Yes
0,none,without,dinosaurios,two,numeral,0.06,3,one_slider,Español,1,21,Male,2,,SpanSpan,most,noclasses,nocollege,both8,mostlive,span,native,Chrome,Linux,360,780,2.70425,407,Yes
0,all,without,dinosaurios,two,every,0.0,3,one_slider,,1,,,-1,,SpanSpan,most,yes,onesem,over8,mostlive,span,native,Chrome,Mac,800,1280,2.6715166666666668,408,
0,none,without,mariposas,two,every,0.01,3,one_slider,Español,1,25,Male,4,Buen estudio,SpanSpan,none,no,nocollege,both8,mostlive,span,native,Safari,iPhone/iPod,667,375,3.1984833333333333,409,Yes
0,none,with,ranas,two,numeral,0.08,3,one_slider,Español,2,49,Male,4,Interesante pero un poco confuso al principio,SpanEng,most,noclasses,nocollege,both8,mostlive,eng,native,Chrome,Linux,720,360,15.576083333333333,410,Yes
0,none,without,leones,two,every,0.86,3,one_slider,Español,2,21,Female,2,Es una encuesta engañosa para que podamos responder con sabiduria ,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1366,4.050883333333333,411,Yes
0,many,without,leones,four,every,0.0,3,one_slider,Español,1,20,Male,1,Bien hecho. Me gusto el experimento,SpanSpan,mid,yes,nocollege,neverlived,neverlived,span,native,Chrome,Windows,1080,1920,2.9152,412,Yes
0,none,with,dinosaurios,four,numeral,1.0,3,one_slider,español,2,25,Female,3,"Me gustaría ser invitada con mayor frecuencia en este tipo de estudios, también me gustaría mencionar que ha habido unos problemas de redacción en el cuento o problema, dado que la lectura se sentía un poco extraña, deberían mejorar y verificar la redacción.",SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1366,6.45875,413,Yes
0,many,without,mariposas,four,every,0.87,3,one_slider,español,1,29,Female,4,"un poco enredado la forma de narrar, podría ser más simple ",SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1366,6.636416666666666,414,Yes
0,all,without,leones,two,every,0.94,3,one_slider,Español,1,18,Female,0,,SpanSpan,most,yes,nocollege,both8,mostlive,span,advanced,Chrome,Linux,640,360,2.5408,415,Yes
0,all,without,dinosaurios,four,numeral,1.0,3,one_slider,Español,2,26,Male,3,,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Windows,1080,1920,2.9628,416,Yes
0,all,with,dinosaurios,four,numeral,0.94,3,one_slider,Español,1,28,Female,1,No sé exactamente para que sirve el experimento pero fue muy sencillo,SpanSpan,none,noclasses,nocollege,neverlived,neverlived,span,advanced,Chrome,Linux,640,360,4.84825,417,Yes
0,all,without,leones,four,numeral,0.75,3,one_slider,Español,2,18,Male,3,,SpanEng,small,yes,nocollege,both8,mostlive,span,int,Chrome,Windows,768,1366,2.8940333333333332,418,Yes
0,none,with,mariposas,four,numeral,0.91,3,one_slider,,2,,,-1,,SpanSpan,most,yes,nocollege,neverlived,neverlived,span,native,Chrome,Linux,780,360,4.996733333333333,419,
0,none,with,ranas,four,numeral,0.97,3,one_slider,Español ,2,27,Female,3,Muy interesante. Me da curiosidad saber para que es,SpanEng,most,yes,nocollege,both8,mostlive,spaneng,native,Safari,iPhone/iPod,667,375,11.0639,420,Yes
0,all,without,dinosaurios,four,every,0.92,3,one_slider,Español,1,26,Female,3,,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Linux,851,393,3.4132,421,Yes
0,many,without,mariposas,two,numeral,0.07,3,one_slider,Español ,2,38,Female,4,"Nada en particular, espero haber sido de ayuda.",SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Safari,iPhone/iPod,568,320,4.29185,422,Yes
0,none,without,ranas,four,every,0.79,3,one_slider,Español,1,26,Male,4,"El reciente experimento, a pesar de la sencillez de la pregunta, me ha parecido una prueba algo confusa, pues creía que iba a ser más compleja dado a que quizás se requeriría un análisis mayor en la selección de los ""cuentos""; sin embargo, la experiencia me entretuvo y me dejó pensando",SpanSpan,none,yes,onesem,both8,mostlive,span,native,Chrome,Windows,768,1366,9.808533333333333,423,Yes
0,none,with,mariposas,four,every,0.1,3,one_slider,México,1,24,Female,3,Fue interesante ,SpanSpan,small,yes,midsem,both8,midlive,span,advanced,Chrome,Linux,780,360,4.179766666666667,424,Yes
0,all,without,leones,two,numeral,0.01,3,one_slider,ESPAÑOL,1,25,Male,3,"En efecto, el experimento trata sobre comprensión lectora. Sólo para respaldar mi respuesta, añado:cuando Elefante responde que dos leones no compraron una galleta, por semántica se entiende que dos leones entraron y salieron dos leones y una galleta. ",SpanSpan,most,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,900,1600,7.348733333333334,425,Yes
0,none,with,dinosaurios,four,every,0.67,3,one_slider,español,1,23,Male,2,,SpanSpan,most,yes,,,mostlive,span,near native,Chrome,Windows,768,1366,5.731933333333333,426,Yes
0,many,without,dinosaurios,four,every,0.0,3,one_slider,español,2,35,Male,3,,SpanSpan,most,yes,nocollege,both8,mostlive,span,advanced,Chrome,Windows,864,1536,3.5759166666666666,427,Yes
0,all,with,dinosaurios,four,every,0.03,3,one_slider,Español,2,20,Female,1,Buena encuesta,SpanSpan,none,no,nocollege,both8,mostlive,span,native,Chrome,Linux,851,393,2.5646666666666667,428,Yes
0,all,without,leones,four,every,1.0,3,one_slider,Español,2,20,Male,3,,SpanSpan,none,no,nocollege,both8,mostlive,spaneng,native,Chrome,Windows,900,1600,2.6058,429,Yes
0,all,with,dinosaurios,four,numeral,1.0,3,one_slider,espanol,1,22,Male,3,,SpanSpan,none,no,nocollege,over8,mostlive,span,native,Firefox,Windows,1080,1920,3.1308833333333332,430,Yes
0,many,without,mariposas,two,numeral,0.0,3,one_slider,español,0,48,Male,4,El español con que está escrita la actividad es un poco deficiente (faltan preposiciones).,SpanSpan,,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,1080,1920,4.2882,431,Yes
0,none,without,dinosaurios,two,numeral,0.0,3,one_slider,,1,,,-1,un experimento bastante interesante y que da lugar a crear polemicas por los resultados,,none,no,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1366,5.6931666666666665,432,
0,many,with,dinosaurios,two,every,0.0,3,one_slider,Español,1,25,Female,3,,SpanSpan,none,noclasses,nocollege,under8,mostlive,span,native,Safari,Mac,800,1280,2.7232,433,No
0,all,without,ranas,four,every,0.97,3,one_slider,Español,2,24,Male,3,,SpanSpan,most,no,nocollege,both8,mostlive,span,native,Chrome,Linux,760,360,3.5826333333333333,434,
0,many,with,leones,two,every,0.08,3,one_slider,español,1,24,Male,1,La pregunta es poco común en el idioma. ,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Windows,1080,1920,4.54865,435,Yes
0,many,without,dinosaurios,four,every,0.48,3,one_slider,Chile,1,60,Male,4,"un experimento,sencillo, liviano que tiene un trasfondo importante que no logro detectar a primera vista.",SpanSpan,most,yes,nocollege,both8,mostlive,span,int,Chrome,Windows,768,1366,15.7272,436,Yes
0,none,with,mariposas,four,numeral,0.95,3,one_slider,español,1,22,Male,4,,SpanSpan,most,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,864,1536,2.9218,437,Yes
0,many,with,dinosaurios,two,numeral,0.97,3,one_slider,español,1,33,Female,3,estaba muy bien y muy rapdoo ami me gusto mucho,SpanSpan,mid,yes,nocollege,neverlived,neverlived,span,native,Firefox,Linux,640,360,5.159583333333333,438,
0,none,with,leones,four,numeral,1.0,3,one_slider,Español,1,22,Male,3,,SpanSpan,most,no,nocollege,both8,mostlive,span,native,Chrome,Mac,1050,1680,3.34295,439,Yes
0,all,with,ranas,four,every,0.01,3,one_slider,Español,2,20,Female,2,Experimento muy bien hecho. ,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Mac,768,1366,2.56485,440,Yes
0,all,with,mariposas,four,every,1.0,3,one_slider,español,1,60,Male,3,"creo que al negar que todas las mariposas fueron a  
la ciudad implica que 2 pudieran ir y 2 no fueran",SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Windows,800,1280,6.9852,441,Yes
0,all,with,leones,two,every,0.98,3,one_slider,español,1,49,Male,3,"ha sido agradable, gracias, Dios les bendiga.",SpanSpan,most,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,720,1280,3.0943666666666667,442,Yes
0,none,with,leones,two,every,0.0,3,one_slider,español,1,16,Female,2,,SpanSpan,none,no,nocollege,both8,mostlive,spaneng,native,Chrome,Windows,768,1366,4.716483333333334,443,Yes
0,many,with,leones,four,every,1.0,3,one_slider,Español,2,21,Male,1,Algo interesante y un poco confuso pero todo bien.,SpanSpan,most,yes,onesem,both8,mostlive,span,native,Firefox,Windows,768,1366,4.453433333333333,444,Yes
0,many,with,mariposas,four,every,0.0,3,one_slider,Español,2,30,Male,3,Simple y sencillo.,SpanSpan,most,no,nocollege,both8,mostlive,span,native,Chrome,Windows,720,1280,4.753916666666667,445,Yes
0,many,with,ranas,four,every,0.97,3,one_slider,Español,1,26,Female,4,,SpanSpan,most,yes,onesem,both8,mostlive,span,native,Chrome,Linux,720,360,3.7259,446,Yes
0,all,without,leones,two,numeral,0.15,3,one_slider,español,2,36,Female,3,"Me gustó el experimento, nos pone a hacer reflexiones sobre nuestra atención y comprensión. ",SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Linux,780,360,5.901833333333333,447,Yes
0,all,without,mariposas,two,numeral,0.9,3,one_slider,Español,1,19,Female,3,,SpanSpan,none,no,nocollege,both8,mostlive,span,native,Chrome,Linux,786,393,2.651866666666667,448,Yes
0,all,without,ranas,two,numeral,1.0,3,one_slider,español,1,30,Male,2,,SpanSpan,none,no,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1366,2.98025,449,Yes
0,many,with,dinosaurios,four,every,0.63,3,one_slider,Español,1,44,Female,3,"Soy española nativa, por lo cual en las preguntas  las pregumntas sobre si estudie español faltan opciones, por esolas dejo emn blanco",SpanSpan,,,,,,span,native,Firefox,Windows,1024,1280,4.040616666666667,450,Yes
0,none,without,ranas,two,every,0.07,3,one_slider,Español,1,21,Female,2,,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Safari,iPhone/iPod,896,414,3.26005,451,Confused
0,many,without,leones,four,numeral,1.0,3,one_slider,Español,0,22 años,Male,2,,SpanSpan,mid,no,nocollege,both8,mostlive,span,native,Chrome,Windows,864,1536,2.714383333333333,452,Yes
0,none,without,dinosaurios,four,numeral,1.0,3,one_slider,México,1,29,Female,4,,SpanSpan,most,yes,onesem,both8,mostlive,span,native,Chrome,Windows,800,1280,5.08475,453,Yes
0,all,with,ranas,four,every,0.87,3,one_slider,español,2,53,Female,4,,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1366,4.9539,454,Yes
0,all,without,mariposas,two,numeral,0.92,3,one_slider,España,1,53,Female,1,"no entiendo bien la función del experimento, pero es diferente a lo que suelo hacer",SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,1080,1920,4.293416666666666,455,Yes
0,none,with,dinosaurios,two,numeral,0.0,3,one_slider,Español,1,30,Male,3,,SpanSpan,most,no,nocollege,both8,mostlive,span,native,Firefox,Windows,1440,2560,1.74515,456,Yes
0,many,with,leones,four,numeral,0.27,3,one_slider,español,1,37,Female,3,no tengo comentarios,SpanSpan,none,noclasses,nocollege,under8,mostlive,span,native,Chrome,Windows,768,1366,3.5817666666666668,457,Yes
0,none,with,mariposas,four,every,0.9,3,one_slider,español,2,55,Male,4,sin conebtarios,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1024,3.8838666666666666,458,Yes
0,many,with,ranas,four,every,0.85,3,one_slider,castellano,1,27,Female,4,Nada que añadir,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1366,2.6087166666666666,459,Yes
0,none,without,leones,four,every,0.97,3,one_slider,Español,1,20,Female,2,,SpanSpan,none,no,nocollege,both8,mostlive,spaneng,native,Safari,iPhone/iPod,736,414,2.8712333333333335,460,Yes
0,all,with,mariposas,two,every,0.98,3,one_slider,Español,2,,,4,,SpanSpan,most,yes,mostsem,both8,mostlive,span,native,Chrome,Linux,640,360,3.4591333333333334,461,
0,many,with,dinosaurios,four,every,0.0,3,one_slider,Español,2,34,Male,3,,SpanSpan,most,no,nocollege,both8,mostlive,span,native,Chrome,Windows,900,1440,2.687116666666667,462,Yes
0,none,with,dinosaurios,two,numeral,0.01,3,one_slider,Español,2,29,Male,4,Me ha encantado ,SpanSpan,none,no,nocollege,both8,mostlive,span,native,Chrome,Linux,640,360,3.830233333333333,463,Yes
0,none,without,mariposas,four,numeral,0.02,3,one_slider,español,2,27,Female,4,,SpanSpan,most,yes,onesem,under8,mostlive,span,native,Chrome,Windows,768,1366,5.551,464,Yes
0,all,with,leones,four,every,0.01,3,one_slider,Español,2,60,Female,4,,SpanEng,most,yes,mostsem,both8,mostlive,eng,native,Safari,iPhone/iPod,568,320,4.3866,465,Yes
0,many,with,dinosaurios,two,every,0.0,3,one_slider,español,2,19,Male,2,,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Firefox,Windows,900,1600,4.552316666666667,466,Yes
0,many,without,dinosaurios,four,numeral,1.0,3,one_slider,Español,1,46,Male,4,Interesante,SpanSpan,most,yes,nocollege,over8,mostlive,span,native,Chrome,Windows,1024,1280,7.153883333333333,467,Yes
0,none,with,ranas,two,every,1.0,3,one_slider,español,1,46,Male,4,,SpanSpan,most,noclasses,nocollege,both8,mostlive,span,native,Chrome,Mac,900,1440,2.59365,468,Yes
0,many,without,ranas,two,numeral,0.85,3,one_slider,Español,1,36,Female,4,,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Firefox,Windows,1024,1280,3.304333333333333,469,Yes
0,none,without,dinosaurios,four,numeral,0.49,3,one_slider,Español,1,44,Male,4,,SpanSpan,none,no,nocollege,both8,mostlive,span,native,Firefox,Windows,1080,1920,3.0504166666666666,470,Yes
0,all,with,leones,four,every,0.95,3,one_slider,,1,49,Female,4,Ningún comentario ,SpanSpan,,,,,,,,Chrome,Linux,640,360,4.6981,471,Yes
0,none,without,ranas,two,numeral,0.04,3,one_slider,Castellano,2,43,Male,3,,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Firefox,Windows,1080,1920,2.322033333333333,472,Yes
0,all,with,ranas,two,every,1.0,3,one_slider,español e ingles,2,36,Female,4,,,most,,mostsem,both8,mostlive,spaneng,native,Firefox,Windows,768,1366,4.02425,473,Yes
0,none,without,mariposas,two,every,0.49,3,one_slider,ESPAÑOL,1,42,Female,2,"La respuesta del elefante tiene dos interpretaciones, dependiendo de eso contesta correctamente o no",SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Windows,864,1536,4.9858666666666664,474,Yes
0,many,with,ranas,two,numeral,1.0,3,one_slider,Español,1,52,Female,4,,SpanSpan,none,no,nocollege,both8,mostlive,span,native,Safari,Mac,1080,1920,5.440333333333333,475,Yes
0,none,without,mariposas,two,every,0.48,3,one_slider,Español,1,32,Male,4,,SpanSpan,none,no,nocollege,both8,mostlive,span,native,Chrome,Linux,808,393,3.9462,476,Yes
0,none,with,mariposas,four,every,0.01,3,one_slider,Español,2,24,Male,4,,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Safari,iPhone/iPod,896,414,2.6893166666666666,477,Yes
0,many,without,dinosaurios,four,numeral,0.9,3,one_slider,Español ,2,27,Female,1,Interesante encuesta.,SpanSpan,none,no,nocollege,both8,mostlive,spaneng,native,Safari,iPhone/iPod,812,375,6.0465,478,Yes
0,none,with,leones,two,every,0.92,3,one_slider,Español,1,29,Male,3,Todo estuvo muy bien.,SpanSpan,small,no,nocollege,both8,mostlive,span,native,Chrome,Windows,615,1093,2.7273833333333335,479,Yes
0,none,with,leones,two,every,0.93,3,one_slider,España,1,45,Female,4,,SpanSpan,most,yes,nocollege,,mostlive,span,native,Chrome,Linux,851,393,3.24675,480,Yes
0,all,with,mariposas,two,every,1.0,3,one_slider,español,1,42,Male,4,sin comentarios,SpanSpan,most,noclasses,nocollege,both8,mostlive,span,native,Mozilla,Windows,800,1280,3.1209,481,Yes
0,none,without,dinosaurios,four,every,0.93,3,one_slider,Español,2,45,Female,3,,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Windows,820,1024,5.471733333333333,482,Yes
0,none,with,ranas,four,numeral,0.86,3,one_slider,,1,29,Male,4,,SpanSpan,most,noclasses,nocollege,both8,mostlive,span,native,Chrome,Linux,823,412,3.1848833333333335,483,Yes
0,none,with,dinosaurios,four,numeral,1.0,3,one_slider,España,1,46,Male,4,"El español usado por ustedes se nota un poco ""traducido"" por un no nativo, o al menos el texto no es coloquial.",SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Windows,900,1440,2.7414666666666667,484,Yes
0,none,with,mariposas,four,every,0.2,3,one_slider,Español,1,27,Male,4,,SpanSpan,none,no,nocollege,both8,mostlive,span,native,Chrome,Linux,640,360,2.2730166666666665,485,Yes
0,none,with,ranas,four,numeral,0.95,3,one_slider,Español,1,31,Female,4,No tengo comentarios ,SpanEng,most,yes,nocollege,both8,mostlive,span,native,Chrome,Linux,780,360,6.919416666666667,486,Yes
0,many,without,leones,four,every,0.24,3,one_slider,Español,2,31,Male,4,La respuesta ideal sería: No todos los leones compraron una galleta.,SpanSpan,most,yes,nocollege,under8,mostlive,span,native,Chrome,Windows,1080,1920,2.8515166666666665,487,Yes
0,none,without,leones,four,numeral,0.98,3,one_slider,Español,2,37,Female,4,,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,600,1024,1.6956166666666668,488,Yes
0,many,without,mariposas,four,every,0.97,3,one_slider,España,1,34,Female,3,,SpanSpan,most,noclasses,nocollege,neverlived,neverlived,span,native,Chrome,Windows,1080,1920,3.1182,489,Yes
0,all,with,mariposas,two,numeral,1.0,3,one_slider,Español,2,27,Female,3,Ha sido entretenido y un ejercicio mental,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Windows,1080,1920,4.33125,490,Yes
0,many,without,mariposas,four,numeral,1.0,3,one_slider,Español,1,29,Male,4,"Elefante decía indudablemente la verdad, pero dado el contexto (cuento infantil) puede resultar equívoco para los niños.",SpanSpan,most,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,1440,2560,3.089933333333333,491,Yes
0,none,with,leones,four,every,0.06,3,one_slider,Español,2,40,Male,4,,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Linux,720,360,3.667666666666667,492,Yes
0,all,without,dinosaurios,two,every,0.88,3,one_slider,Español,2,29,Female,3,,SpanSpan,most,noclasses,nocollege,both8,mostlive,spaneng,native,Chrome,Linux,800,1280,2.7868166666666667,493,Yes
0,many,without,ranas,two,numeral,0.19,3,one_slider,Español,1,42,Female,3,,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1366,4.137083333333333,494,Yes
0,none,with,mariposas,two,every,0.12,3,one_slider,Español,1,20,Female,4,,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,864,1536,3.1282,495,Yes
0,all,with,ranas,four,numeral,0.68,3,one_slider,Español,1,29,Female,3,,SpanSpan,none,noclasses,nocollege,both8,mostlive,spaneng,native,Chrome,Windows,1080,1920,1.9331333333333334,496,Yes
0,many,without,leones,two,every,1.0,3,one_slider,español,2,32,Female,4,ha sido muy interesante y breve ,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Mac,1080,1920,4.702483333333333,497,Yes
0,none,with,leones,two,numeral,0.02,3,one_slider,España,2,59,Male,4,Muy interesante,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Chrome,Linux,640,360,3.8528166666666666,498,Yes
0,many,with,leones,two,every,0.94,3,one_slider,España,1,45,Male,4,,SpanSpan,most,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1366,3.4652,499,Yes
0,none,with,leones,two,every,0.03,3,one_slider,español,0,32,Female,3,"Dificil de entender, gramaticalmente incorrecto, se puede mejorar la forma de expresarlo.",SpanSpan,most,yes,mostsem,both8,mostlive,span,native,Chrome,Windows,768,1366,4.919,500,Yes
0,all,with,ranas,four,every,0.98,3,one_slider,español,2,43,Male,4,todo correcto,SpanSpan,none,no,nocollege,both8,,,native,Firefox,Windows,960,1536,2.7838,501,Yes
0,none,with,leones,two,every,0.01,3,one_slider,español,1,30,Female,4,,SpanSpan,none,no,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1366,3.7107666666666668,502,Confused
0,many,without,mariposas,four,numeral,1.0,3,one_slider,Español,1,53,Male,3,,SpanEng,most,yes,midsem,both8,,,native,Firefox,Windows,1440,2560,2.150733333333333,503,Yes
0,all,without,leones,four,numeral,0.99,3,one_slider,Español,1,50,Female,1,N/A,SpanEng,none,noclasses,nocollege,under8,mostlive,span,native,Chrome,Linux,640,360,4.470516666666667,504,Yes
0,all,with,ranas,four,every,0.23,3,one_slider,español,2,29,Male,3,Me gustó mucho participar en él.,SpanSpan,most,yes,midsem,both8,mostlive,span,native,Chrome,Mac,1080,1920,3.2736,505,Yes
0,none,without,leones,two,numeral,0.1,3,one_slider,Español ,2,23,Male,4,,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Safari,iPhone/iPod,812,375,2.8756166666666667,506,Yes
0,all,with,leones,two,every,0.67,3,one_slider,español,2,22,Male,4,,SpanSpan,most,no,,both8,mostlive,span,native,Firefox,Windows,1080,1920,1.94945,507,Yes
0,many,without,leones,two,every,0.01,3,one_slider,Español,1,26,Female,4,,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Chrome,Linux,780,360,3.9682333333333335,508,Yes
0,all,without,dinosaurios,two,every,0.0,3,one_slider,Castellano,1,39,Male,0,,SpanSpan,most,no,nocollege,both8,mostlive,span,native,Chrome,Windows,1024,1280,3.4989333333333335,509,Yes
0,none,with,mariposas,two,every,0.48,3,one_slider,espanol,2,46,Male,4,,SpanSpan,none,no,nocollege,under8,mostlive,eng,native,Chrome,Windows,900,1600,3.4767333333333332,510,Yes
0,none,with,dinosaurios,four,numeral,0.99,3,one_slider,Español,1,19,Female,3,,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Safari,iPhone/iPod,568,320,3.5641333333333334,511,Yes
0,many,without,ranas,four,every,0.0,3,one_slider,español,1,25,Female,4,falta una oppcion de haber crecido hablando espanol y ahora hablar otro idioma wue no es ingles.,SpanEng,none,noclasses,nocollege,under8,mostlive,span,near native,Chrome,Windows,768,1366,4.597666666666667,512,Yes
0,none,with,mariposas,four,numeral,0.99,3,one_slider,Español ,2,19,Female,3,,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,near native,Safari,iPhone/iPod,568,320,2.3591166666666665,513,Yes
0,all,with,leones,two,numeral,1.0,3,one_slider,España,1,50,Male,4,bien,SpanSpan,none,noclasses,nocollege,both8,,spaneng,native,Chrome,Windows,768,1366,4.601633333333333,514,Yes
0,all,with,leones,four,numeral,0.97,3,one_slider,Castellano y asturiano,2,45,Male,4,,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,1080,1920,3.02025,515,Yes
0,all,without,mariposas,two,numeral,0.34,3,one_slider,,1,38,Female,4,,SpanSpan,none,noclasses,nocollege,under8,mostlive,span,native,Chrome,Linux,640,360,2.2698,516,Yes
0,all,without,ranas,four,every,1.0,3,one_slider,español,2,30,Female,4,,SpanSpan,none,noclasses,nocollege,under8,mostlive,span,native,Firefox,Windows,1080,1920,2.2046,517,Yes
0,none,with,leones,two,every,0.84,3,one_slider,esapñol,2,46,Male,3,esta bien,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Linux,1024,1280,2.5852666666666666,518,Yes
